longitude,latitude,species_name,source
34.7518631,0.2827307,Anthene jeanneli,iNaturalist
34.85003,0.310873,Hypolimnas monteironis major,iNaturalist
34.7518631,0.2827307,Cymothoe lurida butleri,iNaturalist
34.7740793,0.307894,Neptis,iNaturalist
34.8630279162,0.3211103644,Nymphalidae,iNaturalist
34.8630279162,0.3211103644,Telchinia sotikensis sotikensis,iNaturalist
34.8630279162,0.3211103644,Junonia oenone,iNaturalist
34.8963302998,0.25227504,Hypolimnas misippus,iNaturalist
34.8963302998,0.25227504,Junonia gregorii,iNaturalist
34.8658083156,0.3479009575,Evena crithea,iNaturalist
34.8748836423,0.3338475187,Amauris echeria jacksoni,iNaturalist
34.8685928363,0.3067629746,Junonia temora temora,iNaturalist
34.8562828079,0.292384324,Leptosia,iNaturalist
34.8562828079,0.292384324,Cyrestis camillus,iNaturalist
34.8562828079,0.292384324,Neptis,iNaturalist
34.8562828079,0.292384324,Apaturopsis cleochares cleochares,iNaturalist
34.8562828079,0.292384324,Nymphalidae,iNaturalist
34.8562828079,0.292384324,Papilio phorcas,iNaturalist
34.7896406427,-0.0450373022,Pseudanaphaeis gidica,iNaturalist
34.8918962628,0.2246608092,Vanessula milca latifasciata,iNaturalist
34.8918962628,0.2246608092,Telchinia perenna perenna,iNaturalist
34.8852765708,0.2263157196,Anthene larydas,iNaturalist
34.8852443842,0.2257122273,Bicyclus,iNaturalist
34.8857593684,0.2239097967,Telchinia peneleos,iNaturalist
34.8856145291,0.225138239,Junonia gregorii,iNaturalist
34.8852014689,0.22654907,Junonia terea,iNaturalist
34.7619086131,-0.0970469696,Papilio demodocus,iNaturalist
34.8844397215,0.2258248792,Vanessula milca latifasciata,iNaturalist
34.8852551131,0.2261762459,Pardaleodes incerta,iNaturalist
34.8850941805,0.224725182,Junonia gregorii,iNaturalist
34.8850941805,0.224725182,Lachnoptera ayresii,iNaturalist
34.8850941805,0.224725182,Euryphura isuka,iNaturalist
34.884933248,0.2259268024,Neptis melicerta,iNaturalist
34.884933248,0.2259268024,Junonia sophia infracta,iNaturalist
34.884933248,0.2259268024,Zizeeria knysna knysna,iNaturalist
34.8849868922,0.2251114171,Bematistes macarista,iNaturalist
34.8859954028,0.2219035196,Junonia temora temora,iNaturalist
34.8852014689,0.22654907,Cyrestis camillus camillus,iNaturalist
34.8852014689,0.22654907,Junonia gregorii,iNaturalist
34.8856708555,0.2257095451,Hypolimnas,iNaturalist
34.8856708555,0.2257095451,Papilio phorcas ruscoei,iNaturalist
34.8856708555,0.2257095451,Bicyclus,iNaturalist
34.8853248505,0.2264954262,Bematistes macarista,iNaturalist
34.8852014689,0.22654907,Evena crithea,iNaturalist
34.8857218174,0.2258543833,Afriodinia neavei,iNaturalist
34.8852014689,0.22654907,Sevenia boisduvali omissa,iNaturalist
34.87918,0.3529216667,Junonia gregorii,iNaturalist
34.7518631,0.2827307,Junonia sophia,iNaturalist
34.923255,0.2127516667,Anthene ligures,iNaturalist
34.9231666667,0.2129066667,Sarangesa,iNaturalist
34.923305,0.21278,Junonia gregorii,iNaturalist
34.923465,0.2130166667,Cyrestis camillus,iNaturalist
34.923465,0.2130166667,Papilio phorcas,iNaturalist
34.923465,0.2130166667,Belenois sudanensis,iNaturalist
34.9236,0.2127016667,Uranothauma heritsia,iNaturalist
34.923965,0.2119733333,Libythea labdaca,iNaturalist
34.9244466667,0.2117433333,Telchinia peneleos,iNaturalist
34.8825818902,0.2736560844,Junonia gregorii,iNaturalist
34.8808301676,0.285497608,Junonia sophia,iNaturalist
34.8772095114,0.2816727059,Nymphalidae,iNaturalist
34.884569,0.226823,Amauris niavius niavius,iNaturalist
34.9239166667,0.2119283333,Eicochrysops hippocrates,iNaturalist
34.924015,0.2120316667,Tuxentius margaritaceus,iNaturalist
34.924015,0.2120316667,Papilio phorcas,iNaturalist
34.9240916667,0.2117333333,Nireopapilio,iNaturalist
34.885875,0.2269388889,Vanessula milca latifasciata,iNaturalist
34.923695,0.2116416667,Junonia gregorii,iNaturalist
34.9238733333,0.2118333333,Cacyreus,iNaturalist
34.9238733333,0.2118333333,Anthene ligures,iNaturalist
34.9238733333,0.2118333333,Anthene larydas,iNaturalist
34.924015,0.2120316667,Cyrestis camillus camillus,iNaturalist
34.869269,0.298225,Euphaedra,iNaturalist
34.8692746241,0.2984628935,Amauris hecate,iNaturalist
34.8693075431,0.2983073135,Papilio phorcas ruscoei,iNaturalist
34.8693067574,0.2987916665,Junonia gregorii,iNaturalist
34.86930968,0.2987813236,Cacyreus,iNaturalist
34.8693025747,0.2990294007,Anthene,iNaturalist
34.8693119913,0.299035105,Eicochrysops hippocrates,iNaturalist
34.8688124968,0.2992164405,Eicochrysops hippocrates,iNaturalist
34.8688009339,0.2991762491,Telchinia perenna perenna,iNaturalist
34.868788641,0.2992029076,Telchinia perenna,iNaturalist
34.868723378,0.2993329357,Belenois aurota aurota,iNaturalist
34.923705,0.2124,Phalanta eurytis eurytis,iNaturalist
34.93021333,0.21069667,Cyrestis camillus,iNaturalist
34.88457833,0.22583667,Leptosia,iNaturalist
34.88256167,0.21683,Papilio lormieri neocrocea,iNaturalist
35.2794856881,-0.1251403666,Junonia,iNaturalist
34.88432167,0.22712167,Junonia sophia,iNaturalist
34.8942728603,0.2345538498,Evena crithea,iNaturalist
34.891695369,0.2416598347,Junonia gregorii,iNaturalist
34.9917789113,0.0818225678,Cyrestis camillus,iNaturalist
34.9917789113,0.0818225678,Anthene,iNaturalist
34.9917789113,0.0818225678,Belenois victoria,iNaturalist
34.9917789113,0.0818225678,Papilio hornimani,iNaturalist
34.9917789113,0.0818225678,Harpendyreus,iNaturalist
34.9917789113,0.0818225678,Antanartia,iNaturalist
34.9917789113,0.0818225678,Vanessula milca,iNaturalist
34.9917789113,0.0818225678,Telchinia oreas,iNaturalist
34.9917789113,0.0818225678,Belenois raffrayi extendens,iNaturalist
34.9917789113,0.0818225678,Papilio phorcas,iNaturalist
34.9917789113,0.0818225678,Amaura,iNaturalist
34.9917789113,0.0818225678,Antanartia schaeneia,iNaturalist
34.9917789113,0.0818225678,Belenois aurota,iNaturalist
34.9917789113,0.0818225678,Eurema hecabe solifera,iNaturalist
34.9917789113,0.0818225678,Charaxini,iNaturalist
34.894909628,0.2359832077,Junonia temora,iNaturalist
34.894909628,0.2359832077,Junonia,iNaturalist
34.894909628,0.2359832077,Hypolimnas monteironis,iNaturalist
34.894909628,0.2359832077,Euphaedra rex,iNaturalist
34.894909628,0.2359832077,Amauris,iNaturalist
34.894909628,0.2359832077,Eriboea etesipe,iNaturalist
34.894909628,0.2359832077,Celaenorrhinus proxima proxima,iNaturalist
34.894909628,0.2359832077,Papilio phorcas,iNaturalist
34.894909628,0.2359832077,Neptis saclava,iNaturalist
34.894909628,0.2359832077,Cyrestis camillus,iNaturalist
34.894909628,0.2359832077,Telchinia penelope,iNaturalist
34.894909628,0.2359832077,Anthene,iNaturalist
34.894909628,0.2359832077,Papilio lormieri neocrocea,iNaturalist
34.894909628,0.2359832077,Hypolimnas monteironis major,iNaturalist
34.894909628,0.2359832077,Bebearia sophus,iNaturalist
34.894909628,0.2359832077,Euphaedrana,iNaturalist
34.894909628,0.2359832077,Junonia gregorii,iNaturalist
34.894909628,0.2359832077,Evena crithea,iNaturalist
34.894909628,0.2359832077,Aterica galene extensa,iNaturalist
34.894909628,0.2359832077,Pierinae,iNaturalist
34.894909628,0.2359832077,Nepheronia,iNaturalist
34.894909628,0.2359832077,Euriphene ribensis,iNaturalist
34.894909628,0.2359832077,Ariadne enotrea,iNaturalist
34.894909628,0.2359832077,Apallaga opalinus,iNaturalist
34.8742103613,0.2449898666,Cymothoe hobarti,iNaturalist
34.8743820227,0.2443592028,Cymothoe hobarti,iNaturalist
34.8844867,0.2920367,Amauris echeria jacksoni,iNaturalist
34.88,0.25,Amaura,iNaturalist
34.88,0.25,Bematistes macarista,iNaturalist
34.88,0.25,Cymothoe lurida,iNaturalist
34.88,0.25,Junonia gregorii,iNaturalist
34.88,0.25,Pseudacraea lucretia,iNaturalist
34.88,0.25,Belenois sudanensis sudanensis,iNaturalist
34.88,0.25,Amauris echeria jacksoni,iNaturalist
34.88,0.25,Tirumala formosa mercedonia,iNaturalist
34.88,0.25,Telchinia pharsalus,iNaturalist
34.88,0.25,Ariadne,iNaturalist
34.88,0.25,Ypthima,iNaturalist
34.8667765054,0.3442965999,Euphaedra rattrayi coeruleomaculata,iNaturalist
34.8620697124,0.233636054,Vanessula milca latifasciata,iNaturalist
34.8624420556,0.2859755317,Vanessula milca latifasciata,iNaturalist
34.8773981553,0.2512999052,Vanessula milca latifasciata,iNaturalist
34.8756725406,0.3036257709,Phalanta eurytis,iNaturalist
34.8773981553,0.2512999052,Papilio phorcas ruscoei,iNaturalist
34.8773981553,0.2512999052,Papilio lormieri neocrocea,iNaturalist
34.8773981553,0.2512999052,Junonia gregorii,iNaturalist
34.8773981553,0.2512999052,Hypolimnas monteironis major,iNaturalist
34.8773981553,0.2512999052,Euphaedra rex,iNaturalist
34.8773981553,0.2512999052,Euphaedrana,iNaturalist
34.8773981553,0.2512999052,Cyrestis camillus,iNaturalist
34.8773981553,0.2512999052,Cymothoe hobarti hobarti,iNaturalist
34.8773981553,0.2512999052,Evena crithea,iNaturalist
34.8773981553,0.2512999052,Bebearia sophus audeoudi,iNaturalist
34.8756725406,0.3036257709,Telchinia penelope,iNaturalist
34.8758488445,0.2334484899,Euriphene ribensis,iNaturalist
34.8712714465,0.234005289,Junonia gregorii,iNaturalist
34.8702086954,0.2421689086,Euphaedra rattrayi coeruleomaculata,iNaturalist
34.8694097487,0.242201102,Telchinia quirinalis,iNaturalist
34.8840516667,0.227705,Amaura,iNaturalist
34.88471,0.2269933333,Sevenia garega,iNaturalist
34.8653416667,0.2372533333,Evena crithea,iNaturalist
34.8674133333,0.2352116667,Junonia terea,iNaturalist
34.8681416667,0.2342116667,Bicyclus,iNaturalist
34.86836,0.234315,Junonia gregorii,iNaturalist
34.86836,0.234315,Apallaga,iNaturalist
34.868345,0.2342816667,Bicyclus dentata,iNaturalist
34.8840083333,0.22775,Amauris echeria,iNaturalist
34.885255,0.2241133333,Leptosia nupta,iNaturalist
34.8849533333,0.2208866667,Bicyclus,iNaturalist
34.8852516667,0.2212966667,Junonia gregorii,iNaturalist
34.885355,0.2260233333,Junonia gregorii,iNaturalist
34.7448116667,-0.1163316667,Amauris tartarea,iNaturalist
34.7448116667,-0.1163316667,Danaus chrysippus,iNaturalist
34.8561335,0.2916832,Euphaedrana,iNaturalist
34.7437983333,-0.1158983333,Neptis,iNaturalist
34.8843460083,0.2271749973,Sevenia occidentalium,iNaturalist
34.8618001813,0.3506599168,Evena crithea,iNaturalist
34.8872848532,0.2248780008,Papilio phorcas,iNaturalist
34.8907195228,0.2233986598,Papilio phorcas,iNaturalist
34.893901083,0.2214669976,Junonia gregorii,iNaturalist
34.897153738,0.2130127364,Junonia gregorii,iNaturalist
34.9002149036,0.2136924777,Junonia gregorii,iNaturalist
34.8939893793,0.214689051,Euphaedra rex,iNaturalist
34.8648762607,0.2395897825,Evena crithea,iNaturalist
34.9168050912,0.2172555214,Papilio,iNaturalist
34.9168050912,0.2172555214,Papilio phorcas,iNaturalist
34.9168050912,0.2172555214,Amauris albimaculata,iNaturalist
34.7944233333,-0.052845,Junonia sophia infracta,iNaturalist
34.7604036995,-0.0932465501,Junonia oenone oenone,iNaturalist
35.0195388804,0.0723509594,Junonia gregorii,iNaturalist
34.792228,-0.046678,Hypolimnas misippus,iNaturalist
34.792228,-0.046678,Spalgis lemolea lemolea,iNaturalist
34.7888565063,-0.0465682782,Junonia sophia sophia,iNaturalist
34.7923383333,-0.0468283333,Nireopapilio,iNaturalist
34.8845672607,0.2276817411,Eriboea etesipe,iNaturalist
34.8874473572,0.2260345817,Amauris echeria jacksoni,iNaturalist
34.8892745972,0.2255960852,Junonia gregorii,iNaturalist
34.880862236,0.2290539599,Cynandra opis bernardii,iNaturalist
34.884569,0.2268231,Junonia temora temora,iNaturalist
34.884569,0.2268231,Anthene,iNaturalist
34.884553,0.226828,Junonia sophia,iNaturalist
34.884553,0.226828,Junonia gregorii,iNaturalist
34.884553,0.226828,Junonia terea terea,iNaturalist
34.884553,0.226828,Charaxes castor,iNaturalist
34.862366,0.286879,Coeliades libeon,iNaturalist
34.86667,0.2,Anaphe panda,GBIF
35.25,0.11,BOLD:ACF2797,GBIF
34.864,0.256,Anaphe panda,GBIF
